nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Scott,Samantha,30,176.2,67.8,F,oui,doctorat,Occitanie,oui,non,het,1,391.8,3887,divorcé,2.0,0.17,2024-03-17,348.0,,2229.452478450251
Walsh,Brandi,71,154.3,69.3,F,oui,aucun,Île-de-France,oui,oui,het,0,272.8,3537,marié,,0.22,2024-09-21,,5000.0,500.0
Wheeler,Debra,43,173.3,60.1,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,het,3,298.6,2206,marié,0.0,0.41,2022-05-17,722.0,5000.0,32273.14558335014
Ellis,Darren,63,177.1,83.7,H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,het,3,346.2,2707,célibataire,,0.04,2024-07-29,363.0,787.62,500.0
Gates,Walter,65,182.2,61.6,H,non,doctorat,Hauts-de-France,non,oui,hom,2,288.1,500,marié,2.0,0.21,2020-07-05,787.0,10000.0,29705.629787002348
Wood,Richard,40,170.3,53.0,F,non,bac,Normandie,oui,oui,het,2,266.6,2671,veuf,,0.55,2020-10-09,563.0,5000.0,500.0
Knight,John,64,174.2,54.6,F,non,bac+2,Occitanie,non,oui,het,-1,313.9,3604,veuf,2.0,0.46,2022-12-02,498.0,10000.0,500.0
Brock,Kristen,54,176.5,89.1,F,oui,bac+2,Île-de-France,oui,oui,het,2,303.1,2914,marié,,0.66,2022-03-06,,10000.0,20264.661965661016
James,David,22,188.3,47.3,F,oui,aucun,Île-de-France,non,non,het,2,329.3,2714,,5.0,0.28,2022-08-09,,,500.0
Gillespie,Lauren,65,167.8,93.6,F,non,master,Auvergne-Rhône-Alpes,non,oui,het,-4,297.6,2687,célibataire,3.0,0.36,2023-02-17,,,500.0
Knight,Jacob,64,175.2,73.5,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,het,2,100.8,2241,marié,0.0,0.65,2021-10-30,772.0,10000.0,14663.468950597158
Camacho,James,54,171.1,64.3,H,non,bac+2,Corse,non,non,het,6,382.9,1755,marié,,0.03,2024-03-25,558.0,5000.0,500.0
May,Adriana,70,154.2,75.4,H,non,aucun,Hauts-de-France,oui,non,het,0,311.3,1879,marié,2.0,0.97,2020-09-10,,,500.0
Robbins,Richard,51,165.3,44.0,F,non,master,Normandie,non,non,het,3,192.4,1654,,3.0,0.34,2024-06-01,,706.35,500.0
Jones,Tammy,70,172.8,64.6,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,1,216.4,3605,veuf,,0.97,2022-12-01,,10000.0,11827.099110473297
Mack,Christopher,55,194.7,80.4,H,non,doctorat,Normandie,oui,non,het,2,323.6,3132,célibataire,,0.53,2020-02-21,473.0,746.82,500.0
Moore,Kimberly,67,173.1,71.7,H,oui,master,Hauts-de-France,non,oui,het,2,224.6,1743,,,0.3,2021-08-10,483.0,,26007.54931342834
Mendoza,Stacy,49,178.5,57.0,H,oui,doctorat,Normandie,non,non,het,1,215.1,3606,divorcé,,0.7,2023-11-23,,10000.0,13542.052608120248
Davidson,Gregory,44,167.3,96.4,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,het,3,351.0,3015,divorcé,,0.03,2022-12-22,,,15370.731471867794
Fox,Raymond,26,157.5,89.9,H,non,aucun,Auvergne-Rhône-Alpes,non,non,het,0,286.8,1992,divorcé,,0.25,2022-11-18,,409.31,500.0
Gomez,Jared,37,172.8,81.1,H,non,bac+2,Corse,non,non,het,0,249.3,1642,célibataire,5.0,0.58,2021-05-26,,10000.0,500.0
Blackburn,Eric,30,164.7,110.3,F,non,bac,Île-de-France,non,non,het,1,284.5,1886,,,0.8,2025-04-01,612.0,,500.0
Harris,Aaron,43,157.2,72.4,H,non,doctorat,Corse,non,non,het,0,215.6,1346,marié,,0.86,2021-04-02,595.0,,500.0
Anderson,Cheryl,65,167.9,48.4,F,oui,master,Hauts-de-France,non,oui,het,0,127.4,3600,veuf,3.0,0.6,2021-09-10,381.0,5000.0,16922.25195186645
Johnson,Emily,63,177.6,73.7,F,oui,aucun,Occitanie,non,non,het,2,109.0,3144,divorcé,,0.59,2025-05-11,411.0,,500.0
Hernandez,Jacob,29,166.9,77.5,H,non,aucun,Occitanie,oui,non,hom,1,98.9,1736,,2.0,0.35,2020-11-17,,10000.0,500.0
Davis,Robert,66,165.7,90.9,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,het,1,90.5,786,divorcé,1.0,0.3,2020-12-28,,,4838.792686019202
Pittman,Ashley,66,172.3,70.5,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,het,2,179.8,6228,,0.0,0.38,2021-06-22,354.0,505.03,500.0
Taylor,Brianna,38,176.0,56.8,F,oui,bac,Hauts-de-France,oui,oui,het,0,253.4,4285,marié,,0.12,2024-08-10,335.0,,500.0
Henry,Brent,28,168.5,79.9,H,non,bac,Bretagne,non,non,het,-1,410.1,3675,,,0.46,2022-10-13,,,500.0
Lopez,Jennifer,51,182.4,83.7,F,oui,bac,Auvergne-Rhône-Alpes,non,non,het,0,171.0,1727,célibataire,,0.32,2020-03-13,,10000.0,500.0
Anderson,Victoria,54,170.7,68.9,H,non,aucun,Occitanie,non,oui,hom,1,109.5,2756,veuf,,0.67,2021-10-24,,10000.0,500.0
Nichols,Valerie,42,177.9,50.9,H,oui,bac,Occitanie,non,non,hom,0,73.9,2327,,3.0,0.13,2021-09-03,,5000.0,500.0
Medina,Derrick,69,172.6,72.8,H,oui,aucun,Corse,non,oui,het,0,374.9,1916,veuf,,0.3,2024-08-26,458.0,1000.63,500.0
Morris,Anthony,48,160.2,51.0,H,non,bac+2,Hauts-de-France,oui,oui,het,0,260.0,1099,divorcé,3.0,0.68,2020-08-09,,10000.0,500.0
Johnson,Sabrina,56,157.6,65.9,F,oui,master,Occitanie,non,oui,hom,3,328.2,1605,marié,,0.34,2024-07-07,,787.02,18926.971012018177
Adams,Kyle,58,183.0,41.3,H,non,bac+2,Île-de-France,oui,oui,het,2,347.1,3162,marié,,0.02,2020-12-23,377.0,10000.0,11317.05772707672
Strickland,Kyle,62,165.4,74.9,F,oui,master,Corse,non,non,het,2,223.1,3830,,5.0,0.01,2020-08-27,308.0,,500.0
Ellis,Mitchell,63,183.4,73.1,H,non,aucun,Occitanie,oui,oui,het,2,267.8,500,,,0.04,2020-07-27,,,500.0
Johnson,Andrew,29,167.8,88.3,F,oui,bac,Corse,non,oui,het,1,75.2,2962,divorcé,,0.4,2022-06-06,,5000.0,500.0
Pitts,Cheryl,36,172.4,74.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,2,213.9,1523,veuf,,0.02,2022-03-08,,5000.0,7568.264375717334
Lamb,Daniel,27,176.9,55.5,F,non,doctorat,Occitanie,oui,non,het,3,344.3,3554,divorcé,,0.4,2020-03-20,,5000.0,500.0
Anderson,John,66,171.1,64.9,H,oui,doctorat,Hauts-de-France,oui,non,het,3,236.4,4443,,,0.53,2022-11-14,440.0,10000.0,7590.862162369456
Diaz,Nathaniel,54,163.8,71.0,H,non,bac,Hauts-de-France,oui,oui,het,2,222.3,2766,,,0.99,2021-01-19,590.0,,500.0
Turner,Betty,42,172.2,85.0,H,oui,aucun,Hauts-de-France,non,non,het,2,53.9,2837,,,0.93,2020-02-25,,5000.0,500.0
Webster,Keith,70,176.4,91.4,H,oui,bac,Occitanie,oui,non,het,2,208.1,2164,veuf,,0.93,2023-02-28,663.0,,500.0
Henry,Charles,41,173.6,55.5,F,oui,doctorat,Normandie,oui,non,het,1,99.3,1271,marié,,0.43,2021-05-16,523.0,5000.0,500.0
Benton,Robert,47,162.5,71.9,F,non,master,Hauts-de-France,oui,non,het,1,15.7,2230,célibataire,,0.55,2020-01-09,,,500.0
Moore,Rebecca,35,172.4,73.4,H,non,bac+2,Île-de-France,oui,oui,het,-1,229.3,867,marié,,0.71,2020-05-12,,,500.0
Hudson,Carol,20,160.5,58.0,H,oui,aucun,Occitanie,oui,oui,het,1,308.4,1505,veuf,3.0,0.37,2021-10-02,576.0,10000.0,500.0
Sheppard,Dennis,24,167.0,66.8,F,non,aucun,Île-de-France,oui,oui,hom,1,137.7,1227,célibataire,,0.04,2020-05-30,817.0,,500.0
Shah,Gabriella,41,173.1,74.0,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,2,167.6,1618,célibataire,,0.3,2024-05-05,539.0,10000.0,500.0
Odom,Andre,28,172.6,71.0,F,oui,doctorat,Corse,non,non,het,-1,95.8,1065,divorcé,,0.33,2023-03-31,,,500.0
Cole,Elizabeth,55,172.4,70.6,H,non,bac,Normandie,non,oui,het,1,464.2,2321,veuf,0.0,0.09,2025-06-08,,5000.0,500.0
Hudson,John,66,171.7,56.9,H,non,master,Occitanie,oui,non,het,0,197.5,1549,marié,2.0,0.63,2022-07-09,,5000.0,500.0
Munoz,Anna,29,166.3,65.8,H,oui,bac,Hauts-de-France,non,oui,het,4,92.3,2841,marié,4.0,0.59,2023-07-21,,,20359.142637437846
Lawrence,Joseph,66,170.2,62.5,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,1,109.8,1607,veuf,,0.62,2023-09-19,,5000.0,500.0
Dean,Melissa,73,181.7,51.0,F,oui,bac+2,Île-de-France,non,non,het,2,211.7,3126,célibataire,,0.47,2022-05-28,,10000.0,4573.03732213069
Cooper,Benjamin,68,165.2,81.4,H,oui,doctorat,Île-de-France,oui,oui,het,4,128.2,2530,marié,,0.93,2022-11-19,613.0,10000.0,41266.76391048204
Smith,Rodney,56,173.1,73.2,H,oui,bac,Occitanie,oui,oui,het,3,250.1,2284,divorcé,5.0,0.64,2024-11-15,,1035.23,16987.09552051339
Martinez,Sheila,41,172.7,102.2,H,non,bac+2,Bretagne,oui,oui,het,1,340.9,4029,,4.0,0.09,2025-01-19,,5000.0,11396.277028540822
Merritt,Michael,53,173.5,91.9,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,het,0,264.4,3122,divorcé,1.0,0.04,2020-10-27,,10000.0,500.0
Chen,Antonio,20,184.5,60.7,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,het,2,101.5,2554,célibataire,,0.8,2020-06-26,497.0,10000.0,500.0
Lee,David,51,154.0,62.1,F,oui,master,Île-de-France,non,non,hom,0,271.8,4125,marié,,0.37,2020-11-18,760.0,1050.24,3949.3607665094423
Pittman,Susan,25,166.7,56.0,F,non,aucun,Corse,non,non,het,1,160.6,4148,divorcé,5.0,1.0,2022-12-15,,769.87,500.0
Gates,Destiny,29,152.3,64.8,F,non,aucun,Bretagne,oui,non,het,1,280.5,2784,divorcé,,0.24,2023-10-09,739.0,5000.0,500.0
Stewart,Clarence,28,155.1,53.9,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,1,238.5,695,veuf,5.0,0.51,2024-01-19,,5000.0,500.0
Rice,Tara,27,170.4,62.5,H,non,aucun,Occitanie,oui,non,het,0,455.0,1389,célibataire,,0.14,2023-02-06,,5000.0,500.0
Preston,John,65,170.3,92.4,F,oui,master,Île-de-France,oui,oui,het,2,215.4,1799,marié,4.0,0.27,2021-03-29,421.0,10000.0,15232.197838487935
Baird,Christy,37,154.8,77.7,H,oui,aucun,Occitanie,oui,oui,het,2,229.6,3680,,5.0,0.05,2021-10-31,737.0,10000.0,8232.208869774784
Cooper,David,61,174.8,52.9,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,3,301.2,4727,,5.0,0.97,2021-07-15,458.0,10000.0,27080.061169135097
Bowen,Ashley,75,180.2,64.5,F,oui,aucun,Hauts-de-France,non,oui,het,4,211.2,1548,,,0.68,2020-12-01,804.0,694.61,14463.395705282652
Reynolds,James,28,174.9,73.7,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,het,-2,154.1,2284,marié,,0.16,2020-06-20,322.0,,6144.190390089874
Scott,Michelle,68,162.8,82.0,F,non,master,Île-de-France,oui,oui,het,3,386.9,4288,divorcé,4.0,0.98,2022-09-05,679.0,5000.0,18906.9193030344
Evans,Kelly,33,183.1,87.8,H,oui,bac+2,Bretagne,oui,oui,het,2,195.4,3662,veuf,4.0,0.17,2022-01-12,733.0,969.83,24065.571824604594
Rodriguez,Stacy,36,156.7,61.4,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,het,1,82.8,912,célibataire,3.0,0.35,2021-05-16,626.0,848.11,500.0
Butler,Rebecca,56,198.6,63.9,H,oui,bac,Normandie,non,non,het,4,85.1,2589,,,0.79,2021-07-09,,,500.0
Phillips,Harry,49,160.0,57.8,F,non,bac,Auvergne-Rhône-Alpes,non,oui,het,1,322.1,2460,,0.0,0.84,2021-01-13,515.0,,500.0
Smith,Joseph,45,174.2,39.9,F,oui,bac,Occitanie,oui,oui,het,4,292.0,3372,veuf,,0.65,2024-03-12,,673.33,17172.11847966603
Harris,Joseph,55,156.7,78.4,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,hom,0,140.5,4175,divorcé,,0.17,2023-09-12,,795.44,18234.778743487455
Torres,Virginia,31,165.9,70.5,H,oui,aucun,Bretagne,non,non,het,4,255.8,3192,célibataire,,0.66,2023-06-12,516.0,5000.0,8520.84783692959
Juarez,John,33,159.6,67.1,H,oui,bac,Bretagne,non,non,het,2,100.9,2008,,1.0,0.39,2023-05-31,,10000.0,500.0
Nelson,William,64,165.6,65.1,H,oui,bac+2,Bretagne,oui,non,het,0,248.6,1765,célibataire,,0.39,2020-02-13,342.0,5000.0,500.0
Sanchez,Rachel,30,165.8,97.9,H,oui,master,Corse,oui,non,het,1,74.5,1412,célibataire,,0.23,2023-05-30,,1528.58,500.0
Potter,Alyssa,64,177.6,85.2,F,oui,bac,Occitanie,non,non,het,1,328.2,1818,veuf,4.0,0.84,2022-10-29,517.0,360.11,500.0
Ibarra,Jonathan,30,192.3,76.3,F,non,master,Occitanie,oui,oui,het,2,366.2,2957,,5.0,0.39,2024-05-06,,5000.0,6118.426138861176
Wright,Lisa,25,148.0,57.9,H,non,bac,Occitanie,non,oui,het,3,366.9,2198,,2.0,0.32,2022-02-27,441.0,5000.0,13025.400471408415
Thornton,Danielle,45,171.3,76.4,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,1,277.6,2062,veuf,,0.7,2020-04-16,743.0,5000.0,4955.959871842641
Garcia,Jill,73,164.4,77.5,H,oui,aucun,Île-de-France,non,oui,het,2,273.6,1193,divorcé,1.0,0.18,2022-08-14,608.0,1013.83,18497.083878446258
Edwards,Carol,29,180.8,67.3,H,oui,bac,Bretagne,oui,non,het,0,153.3,2466,célibataire,,0.24,2021-04-16,,5000.0,500.0
Hinton,Sherri,54,155.7,60.4,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,het,2,272.9,3557,divorcé,2.0,0.6,2023-03-08,843.0,,22311.581737233337
Castro,Steven,32,172.1,78.7,F,oui,bac,Auvergne-Rhône-Alpes,non,non,het,1,258.0,3773,marié,2.0,0.97,2020-08-16,699.0,10000.0,500.0
Farrell,Joseph,67,179.9,87.9,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,0,220.1,2161,,,0.75,2021-02-12,635.0,,9326.554250395482
Rojas,Kent,21,159.6,69.6,H,non,bac,Bretagne,oui,oui,het,1,252.5,1498,célibataire,,0.55,2023-02-12,495.0,10000.0,500.0
Morgan,Chloe,33,182.4,49.0,F,oui,doctorat,Hauts-de-France,non,non,het,0,206.5,2844,veuf,0.0,0.34,2020-10-06,,5000.0,500.0
Vega,Michael,69,164.1,76.0,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,2,210.0,2499,divorcé,,0.39,2022-01-29,,5000.0,500.0
Anderson,Kevin,36,162.5,89.2,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,het,0,193.5,2938,divorcé,5.0,0.63,2023-06-29,,10000.0,500.0
Novak,Briana,35,178.8,73.7,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,het,2,78.3,3879,célibataire,0.0,0.5,2023-04-19,,5000.0,500.0
Hernandez,Karen,66,179.0,69.4,F,non,master,Auvergne-Rhône-Alpes,oui,non,het,1,-82.1,4197,divorcé,1.0,0.85,2024-09-06,,10000.0,500.0
Beard,Michael,34,169.0,59.4,F,oui,doctorat,Île-de-France,non,non,het,3,158.8,1446,marié,,0.11,2022-12-26,465.0,,6960.69936859739
Washington,Brian,62,161.0,56.7,H,non,bac+2,Hauts-de-France,non,oui,het,3,179.2,3214,divorcé,,0.3,2021-06-24,,903.41,16711.385025422842
Rivera,Scott,28,169.8,48.6,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,het,3,263.9,1689,veuf,0.0,0.65,2021-05-30,,,29780.019701917092
Garcia,Melanie,72,164.2,72.2,F,non,aucun,Normandie,non,non,het,2,250.0,1091,divorcé,,0.74,2022-04-09,608.0,5000.0,500.0
Horton,Derek,34,172.1,63.7,F,oui,bac+2,Occitanie,oui,non,het,0,168.2,869,veuf,0.0,0.44,2020-12-23,,1008.06,500.0
Robbins,Laura,67,157.7,74.1,F,non,master,Bretagne,oui,non,het,0,84.9,2858,,,0.79,2024-02-24,,,500.0
Leon,Adam,31,172.1,79.4,H,oui,bac+2,Hauts-de-France,non,non,het,3,277.8,4194,veuf,,0.77,2021-11-03,,,11334.949659759517
Adams,Patrick,50,166.9,55.2,F,non,bac+2,Corse,oui,non,het,0,119.4,3007,divorcé,,0.61,2025-03-20,427.0,,500.0
Jones,Timothy,27,161.8,58.5,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,hom,0,276.4,500,,,0.52,2020-10-10,497.0,5000.0,500.0
White,Guy,44,157.7,62.2,H,oui,bac+2,Île-de-France,non,non,het,1,152.9,3739,veuf,2.0,0.04,2025-05-25,,513.96,4073.2757442283346
Wilson,Larry,27,158.8,70.2,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,-2,400.2,1727,,2.0,0.21,2023-08-14,595.0,5000.0,500.0
Cruz,Antonio,51,175.7,55.9,F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,het,3,402.1,4562,veuf,,0.46,2022-03-12,,735.67,6269.273516866585
White,Ann,32,165.7,77.1,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,het,0,148.3,2085,divorcé,0.0,0.43,2020-03-21,717.0,1110.9,8036.926835295528
Holmes,Jeremy,72,174.4,91.7,H,oui,bac+2,Corse,non,non,het,0,199.5,3017,,,0.71,2023-07-06,,5000.0,500.0
Bell,Brendan,28,162.0,75.5,F,oui,doctorat,Bretagne,oui,non,het,5,250.7,2777,marié,,0.08,2024-07-03,,,500.0
Vazquez,Stacey,54,167.4,110.2,F,oui,doctorat,Normandie,oui,oui,het,0,167.7,1034,divorcé,,0.99,2025-05-07,,,1887.0557013554194
Miller,Kendra,31,176.2,86.2,F,non,bac,Auvergne-Rhône-Alpes,non,oui,het,2,318.7,3677,célibataire,1.0,0.35,2022-10-04,,,18508.072744337143
Mccarty,Chloe,57,161.8,87.2,H,non,bac+2,Bretagne,oui,non,het,3,267.6,2725,,0.0,0.72,2025-05-22,,10000.0,500.0
Camacho,Justin,38,186.5,67.7,H,oui,master,Corse,oui,non,het,3,85.5,500,,,0.9,2020-01-07,741.0,5000.0,500.0
Santana,Andrew,19,161.5,59.7,F,non,doctorat,Île-de-France,oui,oui,het,1,214.8,2710,divorcé,,0.6,2021-01-15,,456.25,17202.968777774448
Jones,Daniel,54,160.9,67.3,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,4,276.1,500,,2.0,0.28,2021-12-20,,5000.0,10529.209107225803
Gray,Brianna,73,153.5,68.1,H,oui,master,Corse,non,oui,het,2,237.0,2957,célibataire,5.0,0.31,2020-02-11,590.0,93.5,28031.7014101457
Davila,William,51,181.0,46.6,F,oui,bac+2,Bretagne,oui,non,het,0,323.7,3011,célibataire,,0.78,2022-04-12,,10000.0,500.0
Shelton,Christina,62,165.1,39.6,F,oui,aucun,Corse,non,non,het,0,310.2,1386,,1.0,0.47,2021-04-29,,,500.0
Gardner,Joshua,68,168.0,56.4,F,non,master,Hauts-de-France,non,oui,het,2,76.6,732,célibataire,,0.56,2023-09-17,728.0,,7415.928233616646
Wright,Mary,71,169.9,79.8,H,oui,doctorat,Corse,oui,oui,het,1,115.0,2650,,1.0,0.54,2021-08-18,649.0,351.97,8812.344456114333
Brown,Robert,63,166.7,50.7,H,oui,bac,Hauts-de-France,non,oui,het,2,323.3,2849,veuf,,0.06,2024-08-18,,,16896.71714239694
Moore,Jared,22,169.0,63.7,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,hom,1,243.0,2789,marié,,0.33,2022-01-10,342.0,,500.0
Avery,Frank,75,155.5,44.8,H,oui,bac+2,Bretagne,oui,non,het,3,375.5,2107,célibataire,,0.09,2020-07-12,805.0,10000.0,500.0
Shaw,Richard,35,181.4,97.2,H,oui,doctorat,Île-de-France,oui,oui,het,1,282.4,2139,divorcé,,0.95,2021-04-02,,,13514.499252188314
Thomas,Katherine,56,175.6,46.4,F,oui,master,Île-de-France,non,non,het,0,192.1,1215,marié,4.0,0.74,2021-06-15,626.0,5000.0,500.0
Morton,Shawn,34,190.8,58.8,H,non,bac+2,Corse,oui,non,het,3,168.7,2901,veuf,,0.33,2025-02-15,,,500.0
Sawyer,Curtis,65,176.5,60.5,F,non,bac,Corse,oui,oui,het,0,372.0,3877,veuf,,0.29,2025-05-27,,,500.0
Kennedy,Kim,49,156.3,79.2,H,non,master,Corse,oui,non,het,0,118.0,3393,célibataire,,0.3,2024-05-05,379.0,,500.0
Rodriguez,Jennifer,47,181.0,77.5,H,non,aucun,Île-de-France,non,non,het,1,415.7,2013,marié,4.0,0.32,2023-10-23,450.0,10000.0,500.0
Silva,Anthony,61,151.3,69.7,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,3,104.3,2669,divorcé,,0.64,2021-09-20,688.0,,19227.75847089817
Williams,James,75,183.7,96.1,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,het,1,111.7,3998,veuf,2.0,0.45,2023-08-11,569.0,5000.0,18094.12546371585
Smith,Michael,35,173.6,78.8,F,oui,aucun,Corse,non,non,het,-1,358.7,2235,marié,,0.45,2023-02-21,,5000.0,500.0
May,Steve,45,153.3,52.4,H,oui,doctorat,Corse,oui,oui,het,4,357.0,1786,,4.0,0.15,2021-06-28,496.0,,18657.275774742102
Townsend,Hector,44,159.1,92.4,F,oui,aucun,Hauts-de-France,non,oui,het,1,91.3,833,célibataire,0.0,0.5,2021-07-10,588.0,10000.0,500.0
Hart,Patricia,72,179.7,68.9,H,non,bac+2,Île-de-France,oui,non,het,3,338.8,3407,,,0.27,2024-09-27,668.0,5000.0,3804.9173492159534
Wallace,Lisa,43,167.1,85.8,H,non,master,Normandie,oui,non,hom,0,192.9,1799,divorcé,1.0,0.62,2023-10-17,490.0,,500.0
Ramos,Heather,67,176.6,74.1,H,non,bac,Corse,non,oui,het,3,327.7,4414,,3.0,0.81,2021-10-14,630.0,10000.0,17699.173265350273
Martin,Linda,43,178.9,107.5,H,non,bac,Normandie,oui,non,hom,1,157.9,2756,divorcé,,0.04,2021-08-23,,1266.12,500.0
Benton,Jesse,38,154.9,79.3,F,oui,bac+2,Corse,non,oui,het,1,302.5,1816,,3.0,0.51,2022-12-24,796.0,,4761.08351981037
Eaton,Dana,27,171.5,62.7,F,oui,master,Île-de-France,non,non,het,2,62.3,1249,veuf,2.0,0.7,2022-03-07,579.0,5000.0,4818.502890286607
Vargas,Paige,42,189.2,75.9,F,oui,aucun,Hauts-de-France,oui,non,het,1,335.0,4990,divorcé,,0.86,2023-04-16,547.0,,500.0
Vargas,Richard,19,157.7,50.9,F,oui,bac,Occitanie,oui,oui,het,2,258.2,1828,divorcé,,0.53,2021-02-17,348.0,10000.0,500.0
Barry,Richard,67,167.3,52.2,F,non,doctorat,Hauts-de-France,non,oui,het,0,268.0,1433,marié,,0.09,2023-11-16,631.0,999.11,7231.81620233486
Garner,Daniel,62,171.5,51.6,H,non,master,Hauts-de-France,oui,oui,het,5,164.6,1946,veuf,,0.31,2020-08-08,826.0,,29153.804464817644
Garcia,Megan,44,195.3,63.9,F,oui,master,Corse,oui,oui,het,2,385.3,1424,marié,,0.21,2021-01-20,,10000.0,500.0
Faulkner,Brian,26,174.2,61.0,F,non,master,Île-de-France,non,non,het,2,152.8,3624,,5.0,0.51,2023-09-12,,10000.0,500.0
Armstrong,Emily,29,163.3,59.7,H,non,doctorat,Corse,non,non,het,2,172.1,2856,,,0.53,2025-02-23,364.0,,500.0
Thomas,Daniel,59,172.3,63.1,F,oui,aucun,Corse,non,non,het,2,77.1,3368,,,0.2,2023-11-03,734.0,1351.36,500.0
Mitchell,Sarah,33,160.5,87.0,H,oui,doctorat,Occitanie,non,non,het,0,181.3,2496,marié,5.0,0.3,2022-02-03,,,7138.7627352349955
Miller,Jamie,74,163.7,72.6,H,non,master,Corse,non,oui,hom,1,294.8,2643,,,0.46,2023-09-30,,,4453.426615750728
Salinas,Samantha,49,176.7,66.1,F,non,bac+2,Corse,oui,oui,het,1,232.3,1825,veuf,,0.31,2024-02-10,571.0,,500.0
Bell,Phyllis,40,173.7,87.1,F,non,master,Bretagne,non,oui,het,2,134.5,3559,célibataire,,0.24,2022-05-05,,,20429.693991350305
Walls,John,23,183.3,81.5,H,oui,aucun,Occitanie,non,oui,het,2,179.8,2859,veuf,,0.85,2025-05-07,,,17138.980737599995
Campbell,Megan,20,168.7,70.6,F,non,doctorat,Hauts-de-France,oui,non,het,1,295.0,1017,divorcé,,0.19,2024-03-08,562.0,10000.0,500.0
Fitzpatrick,Tracy,72,180.7,64.6,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,hom,1,152.4,3125,,,0.7,2021-11-06,,5000.0,500.0
Huber,Alison,68,166.5,68.7,F,non,bac+2,Bretagne,oui,oui,het,2,199.1,3836,divorcé,,0.49,2021-07-24,,5000.0,11058.723476136376
Martin,Amber,41,180.0,69.0,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,het,3,188.4,4746,célibataire,5.0,0.4,2022-07-05,,5000.0,56461.97791911173
Cabrera,Leslie,39,169.4,40.4,H,oui,bac,Corse,non,oui,het,5,346.8,3298,,3.0,0.04,2022-01-18,346.0,793.3,28626.39798787251
Rosales,Kyle,67,174.5,81.6,H,oui,doctorat,Occitanie,non,non,het,4,257.6,3249,célibataire,,0.3,2022-08-20,,,18241.878144711696
Robinson,Julian,33,186.2,75.8,F,oui,bac+2,Corse,oui,oui,hom,3,275.6,3314,veuf,0.0,0.57,2023-09-11,,739.01,6190.113683028287
Johnson,Amanda,66,153.2,71.5,H,oui,master,Corse,oui,non,het,4,275.8,2728,divorcé,,0.47,2021-08-29,,,6195.807421026357
Nelson,Karen,22,161.0,72.6,F,oui,bac,Île-de-France,oui,non,het,1,99.2,4059,divorcé,4.0,0.73,2023-07-23,,10000.0,500.0
Gibson,Tiffany,30,186.0,60.1,F,oui,bac+2,Bretagne,oui,oui,het,6,293.8,2622,,5.0,0.82,2023-06-26,309.0,1310.94,29814.937290839844
Brown,Danielle,27,169.9,106.9,H,oui,aucun,Auvergne-Rhône-Alpes,oui,non,het,0,227.5,1334,veuf,,0.81,2020-02-07,,10000.0,500.0
Dunn,Keith,41,168.1,74.3,F,oui,master,Hauts-de-France,oui,non,het,4,287.2,1208,divorcé,3.0,0.73,2025-05-29,,,500.0
Lee,John,72,175.3,72.2,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,het,4,100.0,2284,veuf,2.0,0.55,2020-04-15,,5000.0,16795.397739079275
